libraryID,taxID,counts,kingdom,phylum,class,order,family,genera,species,EFB_status,Yard
ApisM_MM__10_26_2021_barcode05,216129,2,Eukaryota, Arthropoda, Hymenoptera, Insecta, Apidae, Apis, Apis mellifera,Positive,Yard B
ApisM_MM__10_26_2021_barcode05,1965402,1,Eukaryota, Arthropoda, Amphipoda, Malacostraca, Niphargidae, Niphargus, Niphargus malagorae,Positive,Yard B
ApisM_MM__10_26_2021_barcode05,3708,17,Eukaryota, Streptophyta, Brassicales, Magnoliopsida, Brassicaceae, Brassica, Brassica napus,Positive,Yard B
ApisM_MM__10_26_2021_barcode05,307492,1,Eukaryota, Arthropoda, Hemiptera, Insecta, Aphididae, Aphis, Aphis craccivora,Positive,Yard B
ApisM_MM__10_26_2021_barcode05,598902,1,Eukaryota, Arthropoda, Hymenoptera, Insecta, Apidae, Hopliphora, Hopliphora diabolica,Positive,Yard B
ApisM_MM__10_26_2021_barcode05,7737,1,Eukaryota, Chordata, Amphioxiformes, Leptocardii, Branchiostomatidae, Branchiostoma, NA,Positive,Yard B
ApisM_MM__10_26_2021_barcode05,1453437,1,Eukaryota, Arthropoda, Hymenoptera, Insecta, Pteromalidae, Philotrypesis, Philotrypesis sp. PspF3,Positive,Yard B
ApisM_MM__10_26_2021_barcode05,33154,146,Eukaryota, NA, NA, NA, NA, NA, NA,Positive,Yard B
ApisM_MM__10_26_2021_barcode05,6344,1,Eukaryota, Annelida, NA, Polychaeta, Arenicolidae, Arenicola, Arenicola marina,Positive,Yard B
ApisM_MM__10_26_2021_barcode05,35571,1,Eukaryota, Arthropoda, Diptera, Insecta, Sciaridae, Bradysia, NA,Positive,Yard B
ApisM_MM__10_26_2021_barcode05,1437191,2,Eukaryota, Arthropoda, Hymenoptera, Insecta, Megachilidae, Osmia, Osmia bicornis,Positive,Yard B
ApisM_MM__10_26_2021_barcode05,1929870,1,Eukaryota, Arthropoda, Coleoptera, Insecta, Curculionidae, Phloeocleptus, Phloeocleptus cristatus,Positive,Yard B
ApisM_MM__10_26_2021_barcode05,5762,1,Eukaryota, Heterolobosea, NA, NA, Vahlkampfiidae, Naegleria, Naegleria gruberi,Positive,Yard B
ApisM_MM__10_26_2021_barcode05,30213,9,Eukaryota, Arthropoda, Hymenoptera, Insecta, Vespidae, Vespula, Vespula pensylvanica,Positive,Yard B
ApisM_MM__10_26_2021_barcode05,1163369,1,Eukaryota, Platyhelminthes, Strigeidida, Trematoda, Schistosomatidae, Schistosoma, Schistosoma turkestanicum,Positive,Yard B
ApisM_MM__10_26_2021_barcode05,7038,6,Eukaryota, Arthropoda, Hemiptera, Insecta, Aleyrodidae, Bemisia, Bemisia tabaci,Positive,Yard B
ApisM_MM__10_26_2021_barcode05,542762,3,Eukaryota, Streptophyta, Ericales, Magnoliopsida, Theaceae, Camellia, Camellia sinensis,Positive,Yard B
ApisM_MM__10_26_2021_barcode05,3871,5,Eukaryota, Streptophyta, Fabales, Magnoliopsida, Fabaceae, Lupinus, Lupinus angustifolius,Positive,Yard B
ApisM_MM__10_26_2021_barcode05,33208,4,Eukaryota, NA, NA, NA, NA, NA, NA,Positive,Yard B
ApisM_MM__10_26_2021_barcode05,91411,1,Eukaryota, Arthropoda, Hymenoptera, Insecta, Vespidae, Polistes, Polistes canadensis,Positive,Yard B
ApisM_MM__10_26_2021_barcode05,60901,1,Eukaryota, Arthropoda, Hymenoptera, Insecta, Apidae, Euglossa, NA,Positive,Yard B
ApisM_MM__10_26_2021_barcode05,158019,20,Eukaryota, Mollusca, Sepiida, Cephalopoda, Sepiidae, Sepia, Sepia pharaonis,Positive,Yard B
ApisM_MM__10_26_2021_barcode05,51543,24,Eukaryota, Arthropoda, Hymenoptera, Insecta, Braconidae, Cotesia, Cotesia congregata,Positive,Yard B
ApisM_MM__10_26_2021_barcode05,2903200,2,Eukaryota, Arthropoda, Hymenoptera, Insecta, Megachilidae, Ashmeadiella, Ashmeadiella sp. UAIC 1052927,Positive,Yard B
ApisM_MM__10_26_2021_barcode05,7776,1,Eukaryota, Chordata, NA, NA, NA, NA, NA,Positive,Yard B
ApisM_MM__10_26_2021_barcode05,33511,2,Eukaryota, NA, NA, NA, NA, NA, NA,Positive,Yard B
ApisM_MM__10_26_2021_barcode05,106335,2,Eukaryota, Streptophyta, Malvales, Magnoliopsida, Malvaceae, Hibiscus, Hibiscus syriacus,Positive,Yard B
ApisM_MM__10_26_2021_barcode05,395501,43,Eukaryota, Arthropoda, Hymenoptera, Insecta, Apidae, Heterotrigona, Heterotrigona itama,Positive,Yard B
ApisM_MM__10_26_2021_barcode05,30538,1,Eukaryota, Chordata, Artiodactyla, Mammalia, Camelidae, Vicugna, Vicugna pacos,Positive,Yard B
ApisM_MM__10_26_2021_barcode05,469895,1,Eukaryota, Microsporidia, NA, NA, NA, NA, NA,Positive,Yard B
ApisM_MM__10_26_2021_barcode05,1232801,1,Eukaryota, Arthropoda, Balanomorpha, Thecostraca, Balanidae, Amphibalanus, Amphibalanus amphitrite,Positive,Yard B
ApisM_MM__10_26_2021_barcode05,6961,1,Eukaryota, Arthropoda, Odonata, Insecta, NA, NA, NA,Positive,Yard B
ApisM_MM__10_26_2021_barcode05,77166,1,Eukaryota, Arthropoda, Coleoptera, Insecta, Curculionidae, Dendroctonus, Dendroctonus ponderosae,Positive,Yard B
ApisM_MM__10_26_2021_barcode05,1868482,1,Eukaryota, Chordata, Primates, Mammalia, Tarsiidae, Carlito, Carlito syrichta,Positive,Yard B
ApisM_MM__10_26_2021_barcode05,702717,2,Eukaryota, Arthropoda, Lepidoptera, Insecta, Gelechiidae, Tuta, Tuta absoluta,Positive,Yard B
ApisM_MM__10_26_2021_barcode05,43742,2,Eukaryota, Arthropoda, Diptera, Insecta, NA, NA, NA,Positive,Yard B
ApisM_MM__10_26_2021_barcode05,61474,1,Eukaryota, Arthropoda, Phasmatodea, Insecta, Timematidae, Timema, Timema californicum,Positive,Yard B
ApisM_MM__10_26_2021_barcode05,107022,1,Eukaryota, Chordata, Anseriformes, Aves, Anatidae, Bucephala, Bucephala clangula,Positive,Yard B
ApisM_MM__10_26_2021_barcode05,220873,1,Eukaryota, Mollusca, Arcoida, Bivalvia, Arcidae, Tegillarca, Tegillarca granosa,Positive,Yard B
ApisM_MM__10_26_2021_barcode05,3898,1,Eukaryota, Streptophyta, Fabales, Magnoliopsida, Fabaceae, Trifolium, NA,Positive,Yard B
ApisM_MM__10_26_2021_barcode05,58024,3,Eukaryota, Streptophyta, NA, NA, NA, NA, NA,Positive,Yard B
ApisM_MM__10_26_2021_barcode05,1049657,13,Eukaryota, Arthropoda, Blattodea, Insecta, NA, NA, NA,Positive,Yard B
ApisM_MM__10_26_2021_barcode05,43817,2,Eukaryota, Arthropoda, Diptera, Insecta, Culicidae, NA, NA,Positive,Yard B
ApisM_MM__10_26_2021_barcode05,7434,1697,Eukaryota, Arthropoda, Hymenoptera, Insecta, NA, NA, NA,Positive,Yard B
ApisM_MM__10_26_2021_barcode05,108931,1,Eukaryota, Arthropoda, Hemiptera, Insecta, Delphacidae, Nilaparvata, Nilaparvata lugens,Positive,Yard B
ApisM_MM__10_26_2021_barcode05,43845,1,Eukaryota, Arthropoda, Diptera, Insecta, Drosophilidae, NA, NA,Positive,Yard B
ApisM_MM__10_26_2021_barcode05,1687937,1,Eukaryota, Arthropoda, Mesostigmata, Arachnida, Phytoseiidae, NA, Phytoseiidae sp. BOLD:ACK5952,Positive,Yard B
ApisM_MM__10_26_2021_barcode05,2769,1,Eukaryota, Rhodophyta, Gigartinales, Florideophyceae, Gigartinaceae, Chondrus, Chondrus crispus,Positive,Yard B
ApisM_MM__10_26_2021_barcode05,4155,20,Eukaryota, Streptophyta, Lamiales, Magnoliopsida, Phrymaceae, Erythranthe, Erythranthe guttata,Positive,Yard B
ApisM_MM__10_26_2021_barcode05,7439,6,Eukaryota, Arthropoda, Hymenoptera, Insecta, Vespidae, NA, NA,Positive,Yard B
ApisM_MM__10_26_2021_barcode05,3046,1,Eukaryota, Chlorophyta, Chlamydomonadales, Chlorophyceae, Dunaliellaceae, Dunaliella, Dunaliella salina,Positive,Yard B
ApisM_MM__10_26_2021_barcode05,78188,1,Eukaryota, Arthropoda, Hymenoptera, Insecta, Apidae, Exoneurella, Exoneurella setosa,Positive,Yard B
ApisM_MM__10_26_2021_barcode05,6566,1,Eukaryota, Mollusca, Pectinida, Bivalvia, Pectinidae, NA, NA,Positive,Yard B
ApisM_MM__10_26_2021_barcode05,92179,1,Eukaryota, Nematoda, Trichinellida, Enoplea, Trichinellidae, Trichinella, Trichinella sp. T6,Positive,Yard B
ApisM_MM__10_26_2021_barcode05,42192,1,Eukaryota, Mollusca, Mytilida, Bivalvia, Mytilidae, Mytilus, Mytilus coruscus,Positive,Yard B
ApisM_MM__10_26_2021_barcode05,166361,1,Eukaryota, Arthropoda, Coleoptera, Insecta, Scarabaeidae, Onthophagus, Onthophagus taurus,Positive,Yard B
ApisM_MM__10_26_2021_barcode05,1075928,1,Eukaryota, Arthropoda, Coleoptera, Insecta, Gyrinidae, Gyrinus, Gyrinus sp. GYE3,Positive,Yard B
ApisM_MM__10_26_2021_barcode05,318479,7,Eukaryota, Nematoda, Rhabditida, Chromadorea, Dracunculidae, Dracunculus, Dracunculus medinensis,Positive,Yard B
ApisM_MM__10_26_2021_barcode05,172845,32,Eukaryota, Arthropoda, Araneae, Arachnida, Araneidae, Caerostris, NA,Positive,Yard B
ApisM_MM__10_26_2021_barcode05,7002,2,Eukaryota, Arthropoda, Orthoptera, Insecta, Acrididae, NA, NA,Positive,Yard B
ApisM_MM__10_26_2021_barcode05,1001833,1,Eukaryota, Ascomycota, Xylariales, Sordariomycetes, Hypoxylaceae, Hypoxylon, Hypoxylon sp. CI-4A,Positive,Yard B
ApisM_MM__10_26_2021_barcode05,7070,167,Eukaryota, Arthropoda, Coleoptera, Insecta, Tenebrionidae, Tribolium, Tribolium castaneum,Positive,Yard B
ApisM_MM__10_26_2021_barcode05,52824,8,Eukaryota, Streptophyta, Brassicales, Magnoliopsida, Brassicaceae, Brassica, Brassica carinata,Positive,Yard B
ApisM_MM__10_26_2021_barcode05,7088,1,Eukaryota, Arthropoda, Lepidoptera, Insecta, NA, NA, NA,Positive,Yard B
ApisM_MM__10_26_2021_barcode05,1148869,1,Eukaryota, Arthropoda, Hymenoptera, Insecta, Megachilidae, Hoplitis, Hoplitis cristatula,Positive,Yard B
ApisM_MM__10_26_2021_barcode05,473457,1,Eukaryota, Chordata, Anguilliformes, Actinopteri, Muraenidae, Gymnothorax, Gymnothorax javanicus,Positive,Yard B
ApisM_MM__10_26_2021_barcode05,730330,1,Eukaryota, Arthropoda, Entomobryomorpha, Collembola, NA, NA, NA,Positive,Yard B
ApisM_MM__10_26_2021_barcode05,197563,7,Eukaryota, Arthropoda, NA, NA, NA, NA, NA,Positive,Yard B
ApisM_MM__10_26_2021_barcode05,7004,2,Eukaryota, Arthropoda, Orthoptera, Insecta, Acrididae, Locusta, Locusta migratoria,Positive,Yard B
ApisM_MM__10_26_2021_barcode05,10029,1,Eukaryota, Chordata, Rodentia, Mammalia, Cricetidae, Cricetulus, Cricetulus griseus,Positive,Yard B
ApisM_MM__10_26_2021_barcode05,5547,2,Eukaryota, Ascomycota, Hypocreales, Sordariomycetes, Hypocreaceae, Trichoderma, Trichoderma viride,Positive,Yard B
ApisM_MM__10_26_2021_barcode05,186625,1,Eukaryota, Chordata, NA, Actinopteri, NA, NA, NA,Positive,Yard B
ApisM_MM__10_26_2021_barcode05,7107,6,Eukaryota, Arthropoda, Lepidoptera, Insecta, Noctuidae, Spodoptera, Spodoptera exigua,Positive,Yard B
ApisM_MM__10_26_2021_barcode05,6337,63,Eukaryota, Nematoda, Trichinellida, Enoplea, Trichinellidae, Trichinella, Trichinella pseudospiralis,Positive,Yard B
ApisM_MM__10_26_2021_barcode05,7010,2,Eukaryota, Arthropoda, Orthoptera, Insecta, Acrididae, Schistocerca, Schistocerca gregaria,Positive,Yard B
ApisM_MM__10_26_2021_barcode05,906689,4,Eukaryota, Streptophyta, Asparagales, Magnoliopsida, Orchidaceae, Dendrobium, Dendrobium catenatum,Positive,Yard B
ApisM_MM__10_26_2021_barcode05,192012,3,Eukaryota, Streptophyta, Asterales, Magnoliopsida, Asteraceae, Mikania, Mikania micrantha,Positive,Yard B
ApisM_MM__10_26_2021_barcode05,278681,3,Eukaryota, Olpidiomycota, Olpidiales, Olpidiomycetes, Olpidiaceae, Olpidium, Olpidium bornovanus,Positive,Yard B
ApisM_MM__10_26_2021_barcode05,322074,16,Eukaryota, Arthropoda, Hymenoptera, Insecta, Megachilidae, Heriades, NA,Positive,Yard B
ApisM_MM__10_26_2021_barcode05,7109,1,Eukaryota, Arthropoda, Lepidoptera, Insecta, Noctuidae, Spodoptera, Spodoptera littoralis,Positive,Yard B
ApisM_MM__10_26_2021_barcode05,4863,1,Eukaryota, Zoopagomycota, Kickxellales, Kickxellomycetes, Kickxellaceae, Coemansia, NA,Positive,Yard B
ApisM_MM__10_26_2021_barcode05,983964,1,Eukaryota, Ascomycota, Hypocreales, Sordariomycetes, Hypocreaceae, Trichoderma, Trichoderma harzianum,Positive,Yard B
ApisM_MM__10_26_2021_barcode05,33392,513,Eukaryota, Arthropoda, NA, Insecta, NA, NA, NA,Positive,Yard B
ApisM_MM__10_26_2021_barcode05,91405,169,Eukaryota, Arthropoda, Hymenoptera, Insecta, Vespidae, Mischocyttarus, Mischocyttarus mexicanus,Positive,Yard B
ApisM_MM__10_26_2021_barcode05,3503,1,Eukaryota, Streptophyta, Fagales, Magnoliopsida, Fagaceae, NA, NA,Positive,Yard B
ApisM_MM__10_26_2021_barcode05,135683,2,Eukaryota, Arthropoda, Hymenoptera, Insecta, Apidae, Xylocopa, Xylocopa appendiculata,Positive,Yard B
ApisM_MM__10_26_2021_barcode05,1723665,1,Eukaryota, Arthropoda, Mesostigmata, Arachnida, NA, NA, NA,Positive,Yard B
ApisM_MM__10_26_2021_barcode05,606738,1,Eukaryota, Arthropoda, Hymenoptera, Insecta, Formicidae, Cephalotes, Cephalotes pallidus,Positive,Yard B
ApisM_MM__10_26_2021_barcode05,860918,135,Eukaryota, Arthropoda, Hymenoptera, Insecta, Ampulicidae, Ampulex, Ampulex compressa,Positive,Yard B
ApisM_MM__10_26_2021_barcode05,80249,2,Eukaryota, Arthropoda, Coleoptera, Insecta, Chrysomelidae, Phaedon, Phaedon cochleariae,Positive,Yard B
ApisM_MM__10_26_2021_barcode05,4952,1,Eukaryota, Ascomycota, Saccharomycetales, Saccharomycetes, Dipodascaceae, Yarrowia, Yarrowia lipolytica,Positive,Yard B
ApisM_MM__10_26_2021_barcode05,2902826,1,Eukaryota, Arthropoda, Myodocopida, Ostracoda, Cypridinidae, Photeros, Photeros sp.,Positive,Yard B
ApisM_MM__10_26_2021_barcode05,33419,1,Eukaryota, Arthropoda, Lepidoptera, Insecta, Nymphalidae, Heliconius, Heliconius numata,Positive,Yard B
ApisM_MM__10_26_2021_barcode05,34602,1,Eukaryota, Arthropoda, Ixodida, Arachnida, Argasidae, Argas, Argas monolakensis,Positive,Yard B
ApisM_MM__10_26_2021_barcode05,1176131,1,Eukaryota, Ascomycota, Aulographales, Dothideomycetes, Aulographaceae, Aulographum, Aulographum hederae,Positive,Yard B
ApisM_MM__10_26_2021_barcode05,53541,1,Eukaryota, Arthropoda, Diptera, Insecta, Culicidae, Aedes, NA,Positive,Yard B
ApisM_MM__10_26_2021_barcode05,3750,6,Eukaryota, Streptophyta, Rosales, Magnoliopsida, Rosaceae, Malus, Malus domestica,Positive,Yard B
ApisM_MM__10_26_2021_barcode05,7456,3,Eukaryota, Arthropoda, Hymenoptera, Insecta, Vespidae, Polistes, NA,Positive,Yard B
ApisM_MM__10_26_2021_barcode05,7049,2,Eukaryota, Arthropoda, Coleoptera, Insecta, Lampyridae, NA, NA,Positive,Yard B
ApisM_MM__10_26_2021_barcode05,49168,7,Eukaryota, Streptophyta, Ericales, Magnoliopsida, Ericaceae, Rhododendron, Rhododendron molle,Positive,Yard B
ApisM_MM__10_26_2021_barcode05,454923,4,Eukaryota, Arthropoda, Hymenoptera, Insecta, Braconidae, Diachasma, Diachasma alloeum,Positive,Yard B
ApisM_MM__10_26_2021_barcode05,6706,3,Eukaryota, Arthropoda, Decapoda, Malacostraca, Nephropidae, Homarus, Homarus americanus,Positive,Yard B
ApisM_MM__10_26_2021_barcode05,113334,1,Eukaryota, Arthropoda, Lepidoptera, Insecta, Nymphalidae, Melitaea, Melitaea cinxia,Positive,Yard B
ApisM_MM__10_26_2021_barcode05,5077,1,Eukaryota, Ascomycota, Eurotiales, Eurotiomycetes, Aspergillaceae, Penicillium, Penicillium citrinum,Positive,Yard B
ApisM_MM__10_26_2021_barcode05,1049336,17,Eukaryota, Arthropoda, Ephemeroptera, Insecta, Ephemeridae, Ephemera, Ephemera danica,Positive,Yard B
ApisM_MM__10_26_2021_barcode05,286419,1,Eukaryota, Chordata, Carnivora, Mammalia, Canidae, Canis, Canis lupus,Positive,Yard B
ApisM_MM__10_26_2021_barcode05,72781,3,Eukaryota, Arthropoda, Hymenoptera, Insecta, Formicidae, Formica, Formica exsecta,Positive,Yard B
ApisM_MM__10_26_2021_barcode05,1206795,3,Eukaryota, NA, NA, NA, NA, NA, NA,Positive,Yard B
ApisM_MM__10_26_2021_barcode05,644536,2,Eukaryota, Arthropoda, Coleoptera, Insecta, Scarabaeidae, Holotrichia, Holotrichia oblita,Positive,Yard B
ApisM_MM__10_26_2021_barcode05,5125,11,Eukaryota, Ascomycota, Hypocreales, Sordariomycetes, NA, NA, NA,Positive,Yard B
ApisM_MM__10_26_2021_barcode05,7425,2,Eukaryota, Arthropoda, Hymenoptera, Insecta, Pteromalidae, Nasonia, Nasonia vitripennis,Positive,Yard B
ApisM_MM__10_26_2021_barcode05,32390,1,Eukaryota, Arthropoda, Hymenoptera, Insecta, Braconidae, Cotesia, NA,Positive,Yard B
ApisM_MM__10_26_2021_barcode05,85512,3,Eukaryota, Arthropoda, NA, Insecta, NA, NA, NA,Positive,Yard B
ApisM_MM__10_26_2021_barcode05,197043,48,Eukaryota, Arthropoda, Hemiptera, Insecta, Cicadellidae, Homalodisca, Homalodisca vitripennis,Positive,Yard B
ApisM_MM__10_26_2021_barcode05,4113,3,Eukaryota, Streptophyta, Solanales, Magnoliopsida, Solanaceae, Solanum, Solanum tuberosum,Positive,Yard B
ApisM_MM__10_26_2021_barcode05,29053,5,Eukaryota, Arthropoda, Hymenoptera, Insecta, Encyrtidae, Copidosoma, Copidosoma floridanum,Positive,Yard B
ApisM_MM__10_26_2021_barcode05,2594499,17,Eukaryota, Streptophyta, Rosales, Magnoliopsida, Rhamnaceae, Rhamnella, Rhamnella rubrinervis,Positive,Yard B
ApisM_MM__10_26_2021_barcode05,85552,1,Eukaryota, Arthropoda, Decapoda, Malacostraca, Portunidae, Scylla, Scylla paramamosain,Positive,Yard B
ApisM_MM__10_26_2021_barcode05,158441,2,Eukaryota, Arthropoda, Entomobryomorpha, Collembola, Isotomidae, Folsomia, Folsomia candida,Positive,Yard B
ApisM_MM__10_26_2021_barcode05,3646,1,Eukaryota, Streptophyta, Malpighiales, Magnoliopsida, NA, NA, NA,Positive,Yard B
ApisM_MM__10_26_2021_barcode05,7157,5,Eukaryota, Arthropoda, Diptera, Insecta, Culicidae, NA, NA,Positive,Yard B
ApisM_MM__10_26_2021_barcode05,288806,1,Eukaryota, Arthropoda, Diptera, Insecta, Chironomidae, Tanytarsus, Tanytarsus mendax,Positive,Yard B
ApisM_MM__10_26_2021_barcode05,131221,2,Eukaryota, Streptophyta, NA, NA, NA, NA, NA,Positive,Yard B
ApisM_MM__10_26_2021_barcode05,82655,1,Eukaryota, Chordata, Anguilliformes, Actinopteri, Congridae, Conger, Conger conger,Positive,Yard B
ApisM_MM__10_26_2021_barcode05,141094,1,Eukaryota, Arthropoda, Coleoptera, Insecta, Curculionidae, Araucarius, Araucarius major,Positive,Yard B
ApisM_MM__10_26_2021_barcode05,337641,1,Eukaryota, Chordata, Siluriformes, Actinopteri, Bagridae, Hemibagrus, Hemibagrus wyckioides,Positive,Yard B
ApisM_MM__10_26_2021_barcode05,34720,8,Eukaryota, Arthropoda, Hymenoptera, Insecta, Formicidae, Trachymyrmex, Trachymyrmex septentrionalis,Positive,Yard B
ApisM_MM__10_26_2021_barcode05,12968,1,Eukaryota, NA, Opalinata, Bigyra, Blastocystidae, Blastocystis, Blastocystis hominis,Positive,Yard B
ApisM_MM__10_26_2021_barcode05,13036,1,Eukaryota, Arthropoda, Lepidoptera, Insecta, Nymphalidae, Danaus, NA,Positive,Yard B
ApisM_MM__10_26_2021_barcode05,32523,1,Eukaryota, Chordata, NA, NA, NA, NA, NA,Positive,Yard B
ApisM_MM__10_26_2021_barcode05,34735,228,Eukaryota, Arthropoda, Hymenoptera, Insecta, NA, NA, NA,Positive,Yard B
ApisM_MM__10_26_2021_barcode05,4182,1,Eukaryota, Streptophyta, Lamiales, Magnoliopsida, Pedaliaceae, Sesamum, Sesamum indicum,Positive,Yard B
ApisM_MM__10_26_2021_barcode05,1560428,1,Eukaryota, Arthropoda, Araneae, Arachnida, Salticidae, Diplocanthopoda, Diplocanthopoda marina,Positive,Yard B
ApisM_MM__10_26_2021_barcode05,2943436,1,Eukaryota, Tardigrada, Parachela, Eutardigrada, Macrobiotidae, Paramacrobiotus, Paramacrobiotus metropolitanus,Positive,Yard B
ApisM_MM__10_26_2021_barcode05,32524,1,Eukaryota, Chordata, NA, NA, NA, NA, NA,Positive,Yard B
ApisM_MM__10_26_2021_barcode05,7158,1,Eukaryota, Arthropoda, Diptera, Insecta, Culicidae, Aedes, NA,Positive,Yard B
ApisM_MM__10_26_2021_barcode05,32525,2,Eukaryota, Chordata, NA, Mammalia, NA, NA, NA,Positive,Yard B
ApisM_MM__10_26_2021_barcode05,7160,1,Eukaryota, Arthropoda, Diptera, Insecta, Culicidae, Aedes, Aedes albopictus,Positive,Yard B
ApisM_MM__10_26_2021_barcode05,445486,1,Eukaryota, Arthropoda, Coleoptera, Insecta, Cerophytidae, Phytocerum, Phytocerum sp. JM-2007,Positive,Yard B
ApisM_MM__10_26_2021_barcode05,34765,1,Eukaryota, Chordata, Copelata, Appendicularia, Oikopleuridae, Oikopleura, Oikopleura dioica,Positive,Yard B
ApisM_MM__10_26_2021_barcode05,74971,2,Eukaryota, Arthropoda, Araneae, Arachnida, NA, NA, NA,Positive,Yard B
ApisM_MM__10_26_2021_barcode05,85772,5,Eukaryota, Arthropoda, Hymenoptera, Insecta, NA, NA, NA,Positive,Yard B
ApisM_MM__10_26_2021_barcode05,83312,2,Eukaryota, Arthropoda, Hymenoptera, Insecta, Apidae, Apis, Apis nigrocincta,Positive,Yard B
ApisM_MM__10_26_2021_barcode05,2530218,3,Eukaryota, Arthropoda, Diptera, Insecta, Dolichopodidae, Condylostylus, Condylostylus longicornis,Positive,Yard B
ApisM_MM__10_26_2021_barcode05,29169,1,Eukaryota, Nematoda, Strongylida, Chromadorea, Ancylostomatidae, Ancylostoma, NA,Positive,Yard B
ApisM_MM__10_26_2021_barcode05,32561,1,Eukaryota, Chordata, NA, NA, NA, NA, NA,Positive,Yard B
ApisM_MM__10_26_2021_barcode05,7091,2,Eukaryota, Arthropoda, Lepidoptera, Insecta, Bombycidae, Bombyx, Bombyx mori,Positive,Yard B
ApisM_MM__10_26_2021_barcode05,83319,33,Eukaryota, Arthropoda, Hymenoptera, Insecta, Apidae, NA, NA,Positive,Yard B
ApisM_MM__10_26_2021_barcode05,9590,1,Eukaryota, Chordata, Primates, Mammalia, Hylobatidae, Symphalangus, Symphalangus syndactylus,Positive,Yard B
ApisM_MM__10_26_2021_barcode05,1194695,3,Eukaryota, Streptophyta, Cucurbitales, Magnoliopsida, Cucurbitaceae, Cucumis, Cucumis melo,Positive,Yard B
ApisM_MM__10_26_2021_barcode05,7176,58,Eukaryota, Arthropoda, Diptera, Insecta, Culicidae, Culex, Culex quinquefasciatus,Positive,Yard B
ApisM_MM__10_26_2021_barcode05,2608131,1,Eukaryota, Haptophyta, NA, NA, NA, NA, NA,Positive,Yard B
ApisM_MM__10_26_2021_barcode05,743375,2,Eukaryota, Arthropoda, Hymenoptera, Insecta, Vespidae, Polistes, Polistes dominula,Positive,Yard B
ApisM_MM__10_26_2021_barcode05,1706337,1,Eukaryota, Chordata, Artiodactyla, Mammalia, Phocoenidae, Neophocaena, Neophocaena asiaeorientalis,Positive,Yard B
ApisM_MM__10_26_2021_barcode05,6945,2,Eukaryota, Arthropoda, Ixodida, Arachnida, Ixodidae, Ixodes, Ixodes scapularis,Positive,Yard B
ApisM_MM__10_26_2021_barcode05,75176,1,Eukaryota, Arthropoda, Hymenoptera, Insecta, Cynipidae, Cynips, Cynips quercus,Positive,Yard B
ApisM_MM__10_26_2021_barcode05,33114,42,Eukaryota, Streptophyta, Solanales, Magnoliopsida, Solanaceae, Capsicum, Capsicum baccatum,Positive,Yard B
ApisM_MM__10_26_2021_barcode05,35525,9,Eukaryota, Arthropoda, Diplostraca, Branchiopoda, Daphniidae, Daphnia, Daphnia magna,Positive,Yard B
ApisM_MM__10_26_2021_barcode05,7198,1,Eukaryota, Arthropoda, Diptera, Insecta, Psychodidae, NA, NA,Positive,Yard B
ApisM_MM__10_26_2021_barcode05,2755281,12,Eukaryota, Arthropoda, Coleoptera, Insecta, Tenebrionidae, Zophobas, Zophobas morio,Positive,Yard B
ApisM_MM__10_26_2021_barcode05,480117,2,Eukaryota, Arthropoda, Diptera, Insecta, NA, NA, NA,Positive,Yard B
ApisM_MM__10_26_2021_barcode05,2897299,1,Eukaryota, Cnidaria, Malacalcyonacea, Anthozoa, Xeniidae, Xenia, Xenia sp. Carnegie-2017,Positive,Yard B
ApisM_MM__10_26_2021_barcode05,7468,1,Eukaryota, Arthropoda, Hymenoptera, Insecta, Apidae, Apis, Apis koschevnikovi,Positive,Yard B
ApisM_MM__10_26_2021_barcode05,60711,1,Eukaryota, Chordata, Primates, Mammalia, Cercopithecidae, Chlorocebus, Chlorocebus sabaeus,Positive,Yard B
ApisM_MM__10_26_2021_barcode05,450823,1,Eukaryota, Arthropoda, Diptera, Insecta, Culicidae, Culex, Culex poicilipes,Positive,Yard B
ApisM_MM__10_26_2021_barcode05,210225,3,Eukaryota, Streptophyta, Nymphaeales, Magnoliopsida, Nymphaeaceae, Nymphaea, Nymphaea colorata,Positive,Yard B
ApisM_MM__10_26_2021_barcode05,265458,1,Eukaryota, Arthropoda, Diptera, Insecta, Cecidomyiidae, Contarinia, Contarinia nasturtii,Positive,Yard B
ApisM_MM__10_26_2021_barcode05,2994152,1,Eukaryota, Arthropoda, NA, Hexanauplia, NA, NA, Hexanauplia sp.,Positive,Yard B
ApisM_MM__10_26_2021_barcode05,9709,1,Eukaryota, Chordata, Carnivora, Mammalia, Phocidae, NA, NA,Positive,Yard B
ApisM_MM__10_26_2021_barcode05,66420,5,Eukaryota, Arthropoda, Lepidoptera, Insecta, Papilionidae, Papilio, Papilio xuthus,Positive,Yard B
ApisM_MM__10_26_2021_barcode05,582332,5,Eukaryota, Mollusca, Mytilida, Bivalvia, Mytilidae, Mytella, Mytella charruana,Positive,Yard B
ApisM_MM__10_26_2021_barcode05,57577,5,Eukaryota, Streptophyta, Fabales, Magnoliopsida, Fabaceae, Trifolium, Trifolium pratense,Positive,Yard B
ApisM_MM__10_26_2021_barcode05,582520,1,Eukaryota, Chordata, Blenniiformes, Actinopteri, Tripterygiidae, Forsterygion, Forsterygion capito,Positive,Yard B
